khi quyen	atmosphere
khi sac	"Mien, complexion"
khi sinh	Aerial
khi tai	"Material, equipment"
khi the	"Impetus, momentum"
khi tiet	Sense of purpose and uprightness
khi tinh hoc	Aerostatics
khi tra	"(it dung) Be in the habit of lying, be a liar"
khi tro	Inert gas
khi troi	"Air, atmosphere"
khi truoc	formerly; before
khi tuong	meteor
khi tuong hoc	Meteorology
khi vat	"Cast-offthing, cast-off, waste"
khi vi	"Flavour, taste (of a dish)"
khia	angle
khia canh	Angle
khich	Provoke
khich bac	"Vex, nettle"
khich dong	to excite
khich le	to encourage; to foster
khiem	Unassuming
khiem dien	absent
khiem khuyet	Shortcoming
khiem nha	impolite; uncivil
khiem nhuong	humble; modest
khiem nhuong	"Unassuming, self-effacing"
khiem ton	Modest
khien	"Shield (used in the old times against spears, arrows...)"
khien	"(thong tuc) Chide, scold"
khien	to bid; to order
khien cuong	Foreced
khien muon	(cu) Dispel one's sorrow
khien trach	to blame; to reprimand; to chide
khieng	to carry
khieng	Limp
khieng vac	Carry on one's shoulders (on one's back)
khiep	to fear; to dread; to be afraid
khiep dam	Be frightened to death
khiep nhuoc	cowardly
khiep so	"be horrified, be terrified"
khieu	gift; talent; instinct
khieu chien	"Provoke a war, stage war provocations."
khieu dam	sexual stimulate; sexy
khieu khich	to provoke; to arouse
khieu nai	to complain
khieu oan	"Request attention of the authorities to an injusttice, claim one's innocence"
khieu to	to lodge a complaint
khieu vu	to dance
khinh	to scorn; to disdain; to despise
khinh bac	thoughtless
khinh bi	to slight
khinh binh	Light infantry
khinh de	"Feel contempt for, scorn"
khinh ham	Vedette-boat
khinh khi	hydrogen
khinh khi cau	"balloon, airship"
khinh khinh	"(look) disdainful, (look) supercilious"
khinh man	Be proud and impertiment toward one's superiors
khinh miet	Think little and scorn
khinh nhon	Show disrespect
khinh suat	"Hare-brained, rash"
khinh tai	"Despise wealth, despise riches"
khinh thi	"Despise, think very little of"
khinh thuong	to despise; to feel contempt for
khinh trong	"Light or heavy, inportant or not"
khit	close; tight
khit	Sniff
khit khao	Well-jointed
khit khit	Close-fitting
khiu	Stich summarily
kho	store; warehouse; depository; depot
kho	hard; difficult; delicate
kho	dry; dried
kho	unhappy; miserable
kho	loin-cloth
kho	unwise; credulous
kho	"Pretty well, quite enough."
kho bac	Treasury
kho bao	"Headstrong, self-illed"
kho bau	Treasure
kho can	"Dried up, affectedby drought"
kho can	"Arid, Barren (noi ve dat) "
kho chiu	unendureable; painful
kho choi	Hard to deal with
kho chu	(cu) Victim (of a calamity..)
kho coi	unsightly
kho cong	"Take great pains, work hard "
kho dai	"Naive and foolish, stupid"
kho de	"(cung noi) lam kho de Make difficulties, raise difficulties (when someone needs one's help)"
kho det	Shrivelled up
kho dich	"vorvee, piece of hard labour"
kho do	Native soldier(thoi cuoc phap)
kho doc	"Hard to recite, tomguetwisting (noi ve cau tho) "
kho hanh	"ascetic, austere"
kho heo	to fade; to wilt; to wither
kho hieu	Hard to understand
kho hinh	torture
kho hoc	"Study hard, study in reduced circumstances, work one's way through"
kho khan	"hard, difficult"
kho khan	Dry
kho khao	Dry
kho khao	Naive
kho khe	Wheeze
kho kho	Monotonous snores
kho khoc	Very dry 
kho khuay	Inconsolable
kho long	improbable
kho luc	(cu) Native guard (of yamens). (thoi cuoc phap)
kho luyen	train hard
kho muc	dried cuttlefish
kho nao	"agonizing, in anguish"
kho nghe	"Hard to understand, nearly unitelligible, hardly intelligble"
kho nghi	be at a loss
kho ngui	(thong tuc) Very unseembly
kho nha	(thong tuc) Hard to do
kho nhoc	hard; laborious; painful
kho nhuc	"Of the nature of indignities, causing pain and humiliation, excruciatingly humiliating"
kho noi	Not to known what to say
kho nuot	Hard to eat
kho sai	hard labour; penal servitude
kho so	"miserable, unhappy"
kho tam	broken-hearted; crushed by grief
kho tang	treasure
kho than	Self-tormenting
kho tho	Oppressive
kho thuong	Detestable
kho tin	Incredible
kho tinh	"Fastidious, hard to please, cross-grained"
kho troi	"No plain sailing, not smoothly going"
kho vai	Breadth of shoulders
kho vang	(cu) Native royal guard (thoi thuoc phap).
kho xu	Awkward
khoa	subject of study y khoa medicine
khoa	Dip and move (in water)
khoa	Lock. padlock
khoa bang	(cu) (System of) competition-examinations
khoa chu	Combination-lock
khoa cu	(cu) System of former competition-examinations
khoa dai	"(cu) Vaunt, boast"
khoa hoan	(cu) Graduation in to mandarinhood
khoa hoc	science
khoa hoc	course
khoa hoc luan	Epistemology
khoa keo	"Zip, zip-fastener, (my) zipper"
khoa luan	"Graduation paper, minor thesis"
khoa luan	"graduation paper, minor thesis"
khoa mieng	"Gag (bong), muzzle (bong)"
khoa tay	"to hand-cuff,"
khoa than	"Nude,naked"
khoa than	nude; naked
khoa truong	to boast; to brag
khoa truong	(cu) Competition-examinations
khoa truong	"(cung noi) Chu nhiem khoa Dean, head of a university department"
khoac	to put on
khoac lac	"Brag, boast"
khoai	potato; sweet potato
khoai	pleased; satisfied; joyful
khoai cam	pleasant feeling
khoai chi	(be) overjoyed
khoai dao	(dia phuong) Edible canna
khoai dong	Arrowroot
khoai hoat	"(it dung) Enlivened, freshened, braced up"
khoai lac	pleasure; delight
khoai lang	"Sweet potato, batata"
khoai mon	Indian taro
khoai nua	Amorfophallus
khoai nuoc	water-taro
khoai rieng	Edible canna
khoai sap	Big-rooted taro
khoai so	taro
khoai tay	potato
khoai tra	(feel) Delighted
khoai tu	Edible yam 
khoai vac	Winged yam
khoam	"Slightly bent,crooked, hooked"
khoam	"Crooked, hooked"
khoan	drill; borer; brace
khoan	term; item; article
khoan	Written promise
khoan dai	(cu) Treat kindly (the prisoners for war...)
khoan dai	to entertain
khoan dung	tolerant; lenient
khoan hau	"(cu) Generous, magnanimous"
khoan hoa	Generous and kind 
khoan hong	to clement
khoan khoai	(feel) at ease
khoan nhuong	compromise
khoan tay	Take it easy
khoan thai	"deliberate, bisurely"
khoan thu	"to forgive, to tolerate"
khoan trang	Leave (some work) entirely to (someone); give(someone) a blank cheque
khoang	hold (of boat)
khoang	distance; interval; space; compass
khoang	Mineral
khoang	Stir
khoang cach	"Distance, space"
khoang chat	mineral
khoang chung	"About, approximately"
khoang da	(van chuong) open country
khoang dang	"Roomy and well- ventilated, spacious and well-ventilated room"
khoang dat	(van chuong) Leisured
khoang dat	free
khoang hoa	Mineralize
khoang hoa	to mineralize
khoang khoat	commodious
khoang khong	Space (including the atmosphere)
khoang nhac	"orchestra pit, pit(in a theatre)"
khoang rong	Expanse
khoang san	minerals
khoang vat	Mineral
khoang vat hoc	mineralogy
khoanh	slice
khoanh	Plot
khoanh doc	Cruel
khoanh khac	instant; moment; short space of time
khoanh tay	Fold one's arms (in front of one's chest)
khoanh vung	Delineate an area for investigation...)
khoat	(it dung) Width
khoat dat	Open-minded
khoay	Cowlick
khoc	to cry; to weep; to shed tears
khoc	Very (dry)
khoc hai	Disastrous.
khoc liet	violent; fierce
khoc loc	Weep and moan for a long time
khoc muon	"Be a professional mourner, be a weepper"
khoc tham	Cry one's heart out.
khoc than	"Lament, Bewail "
khoe	to brag; to boast; to show off
khoe	Strong ; healthy
khoe	"(cu,van chuong) Corner, angle, canthus"
khoe	canthus; corner (of eyes)
khoe khoan	"Well, healtly"
khoe khoang	"Boast, brag, show off"
khoe manh	strong bodied; healthy
khoe me	Show off 
khoet	to bore; to pierce; to broach
khoi	(khoi benh) to recover one's health
khoi	smoke
khoi	block
khoi	high sea; open sea
khoi binh	Raise an army for a war
khoi chung	"(van chuong) quite far, quite remote, far away"
khoi cong	to begin to work
khoi dau	"Start, begin"
khoi diem	Starting point
khoi dien	(van chuong) Located far away in a far remote place.
khoi dong	"Start, start up (may)"
khoi giap	(cu) First laureate in national competition-examination
khoi hai	funny; comic; humorous
khoi han	Open the hostilities
khoi hanh	to start off; to start away
khoi loan	"Rebel, rise (against an estalished authority according to the feudatists' conception)"
khoi luong	"volume, amount, weight"
khoi mao	Introductory
khoi nghia	Rise up in arms (against an opperessive rule)
khoi ngo	handsome; good-looking
khoi nguyen	First laureate (in former examination-copetitions)
khoi nguyen	"Rise, orgin, beginning"
khoi oc	brain
khoi phat	Rise
khoi phuc	to recover
khoi sac	"Prosper, thrive"
khoi sau	"Make more acute, worsen"
khoi su	"Begin, start, set in"
khoi thao	Make the first draft (of a document...)
khoi thuy	Initital
khoi tinh	"Obsessive love, haunting passion."
khoi to	(luat phap) Introduction of instance
khoi vi	"(cu) Mightly, imposing"
khoi xuong	to take the initiative
khom	to bow; to bend
khom	cluster; clump
khom khom	xem khom (lay) 
khon	wise; sage
khon	Land in a fix
khon cuc	(it dung) Utterly destitute 
khon cung	"No end of, No shortage of"
khon cung	Destitute
khon don	"Poverty-stricken, miserable"
khon hon	"Be wise, be reasonable! (tieng doa)"
khon kheo	cute; clever
khon kho	"In very reduced circumstances, very poor"
khon kho	utterly miserable; wretched
khon kiep	God-damned
khon le	Impossible
khon lon	Grow up to the age of discretion
khon nan	"Mean, base"
khon ngoan	wise
khon noi	unfortunately
khon quan	"Desperately poor, In great want"
khon thieng	Capable of being propitiated (noi ve linh hon nguoi chet)
khon xiet	No end of
khong	(dia phuong) Bent (of the back)
khong	not; nothing; without
khong	"Without pay, for nothing"
khong bao	Vacuole
khong bao gio	never
khong che	to restrain; to control; to dominate
khong chi	Blank
khong chien	"air battle, dog-fight"
khong chung	perhaps; may be
khong chuyen	"Non-professional, amateur"
khong dam	to dare not
khong dau	"Unfounded, not based on facts"
khong doi	"(toan) Invariable, constant"
khong doi dat	Air -to-ground
khong doi khong	Air-to-air (missile)
khong dung	It is no accident.
khong gian	space
khong giao	confucianism
khong he	never
khong ke	"not counting, excluding"
khong khi	air; atmosphere
khong kich	"Attack with planes, stage an air attack"
khong lo	"colossal, giant, tremendous"
khong luc	air-force
khong ngo	"Unexpected, accidental"
khong ngot	"Ceaseless, continual"
khong nhan	airspace
khong phan	air space
khong quan	air force
khong sao	never mind! It doesn't matter
khong tac	"Hijack, hijacker"
khong tap	Air attack
khong the	impossible; unable
khong trung	Air 
khong tuoc	(van chuong) Peacock
khong tuong	Utopian
khong van	Air transport
khop	to have stage fright
khop rang	(ky thuat) Gear
khop xuong	Joint
khu	bottom
khu	Decrepit
khu	"Get rid of, dispose of, liquidate"
khu biet	Make a clear distinction
khu giai phong	liberated zone
khu he	(sinh hoc) Regional flora; regional fauna
khu hoi	to go and to come back
khu khu	"Grip, clutch"
khu khu	Clattering(groan)
khu pho	(cu) Quater
khu tru	Localize
khu tru	to eliminate
khu truc	Fight (noi ve may bay)
khu truc ham	Destroyer
khu trung	to sterilize
khu uy	Zone (communist) party committe
khu vuc	"Zone, area"
khu xu	"Arrange, settle"
khua	to strike; to beat
khua	to cut little by little
khuan	to carry
khuan	(vi khuan) Bacterium
khuat	"(Be) hidden from view,(Be) sheltered from"
khuat phuc	to yield; to submit
khuat tat	Dubious and tortuous
khuat than	Bow to
khuat tiet	(cu) Give up one's uprightness
khuay	"(Find) solace, relieve"
khuay	to stir; to move around
khuay dong	Rouse
khuay khoa	khuay khoa cho qua thi gio to relieve the time
khuay roi	"Provoke an uproar in, behave rowdily in"
khuc	piece; section; chunk
khuc	crack (of finger-joints)
khuc chiet	clear
khuc khich	giggling
khuc khuyu	sinuous; tortuous
khuc xa	"to refract; to bend (rays, etc)"
khue cac	room of a maiden
khue khon	"(cu; van chuong) Harem,gynaeceum"
khue nu	"(cu,van chuong) Damsel (of a feudat high family)"
khue phong	"Bower, boudoir"
khuech	brag
khuech dai	to amplify; to expand; to magnify
khuech khoac	"to boast, to brag"
khuech tan	to diffuse
khuech truong	to develope; to extend
khui	to unpack (goods)
khum	"Curved,bent, arched, convex"
khum num	to cower; to cringe
khung	frame
khung	crazy; dotty; cracked
khung	"(cu) Consent, accept, agree"
khung	Stop suddenly
khung bo	to terrorize
khung canh	Framework
khung chau	(giai phau) Pelvis
khung cui	"Loom, weavin loom"
khung hoang	crisis; critical time
khung khiep	"terrible, horrible"
khung khinh	Be at odds with
khung thanh	(the thao) Goal
khuoc	"(cu) Luck bestowed by a deity, blessing"
khuoc tu	to refuse; to decline
khuom nam	"(thong tuc) For ages, long since"
khuon	shape; pattern; mould
khuon kho	shape and size
khuon mat	face
khuon mau	"model, pattern"
khuon phep	"Rule of behaviour, rule of conduct, discipline"
khuon sao	routine
khuon thieng	"(cu,van chuong) The creator"
khuon trang	"(cu,van chuong) Fair face"
khuon xep	"Settle, see to (something) done satisfactorily"
khuot	"Dead beat, ded tired, dog tired"
khuou	Chinese laughing-thrush (chim)
khut khit	Sniff sporadic
khuu	to smell
khuu giac	(the sense of) smell
khuy	button; button-hole
khuy	elbow
khuy bam	"press-stud, snap-fastener"
khuy tet	Plaited button
khuya	late at night; midnight
khuya som	Day at night
khuyen	to advise; to recommend; to admonish
khuyen	dog
khuyen bao	to admonish
khuyen can	to dissuade
khuyen cao	to recommend
khuyen du	"(cu) Give recommen-dation, advise "
khuyen giai	to console; to solace
khuyen giao	Make a collection (noi ve nguoi dao phat)
khuyen hoc	Encourage study
khuyen khich	to encourage; to stimulate
khuyen ma	(xau) Dog and horse; loyal servants
khuyen nghi	"Recommend, give recommendations"
khuyen nho	Cynic
khuyen nhu	Admonish lovingly
khuyen nong	(cu) Encourage agriculture 
khuyen ran	Admonish
khuyen thien	"(cu) Encourage people to do good, encourage good actions"
khuyen ung	(cu) Hireling
khuyet	wanting; lacking; missing; vacant
khuyet danh	Anonymous
khuyet diem	defect; imperfection
khuyet tat	Defect; flaw
khuyet tich	(luat) Default 
khuynh	inclined
khuynh dao	to subvert; to topple
khuynh diep	Eucalyptus essential oil
khuynh gia bai san	"Be ruined, go to the gogs"
khuynh huong	inclination; vocation; tendency
khuynh thanh	Bewitching
ki	(the thao) Skeetle
ki	to rub off; to rub out
ki cach	Clatter (tieng duc deo)
ki co	"Scrub up and down,scrub carefully"
ki keo	to argue about the price
ki lo	kilogram
ki si	cavalryman; cavalier; horseman
kia	over; that
kia	Before the day before yesterday; before the year before last year
kich	size; measure pill; halberd
kich	play; drama
kich bac	"Run down, disparage"
kich ban	Scenario
kich cam	pantomime
kich chien	"Fight fiercely, engage in a fiercely battle"
kich co	Dimention; size 
kich dong	"to arouse, to rouse ; to excite"
kich duc	Aphrodisiac
kich hoa	Dramatize
kich liet	"violent, drastic, vehement"
kich mua	Ballet
kich ngan	Sketch
kich noi	Play
kich phat	Exacerbated
kich si	"Playwright, dramatics"
kich thich	to excite; to rouse
kich thich to	hormone
kich tho	"Versified play, play in verse"
kich thuoc	measure; size; dimension
kich tinh	"Theatricality, dramatics"
kich truong	Scene
kich vui	Comedy 
kiem	to hold
kiem	alkali
kiem	to count; to control; to check
kiem	sword
kiem	(ket hop han che) Thrifty
kiem ai	(be) equally fraternal to everyone
kiem an	"Look for a living, look for a means of livelihood"
kiem chac	"Live by one;s wits, make small profits by dishonest tricks"
kiem che	"to subdue; to restrain; to curb, to dominate"
kiem chung	Verify; confirm
kiem chuyen	"Pick a quarrel, provoke an incident"
kiem co	Find a pretext
kiem cung	"Sword and bow, weapons (noi khai quat)"
kiem dich	Put in to quarantine
kiem diem	"Review (of experience drawing), sum up the experience draw from"
kiem dung	With a twofold purpose
kiem duyet	to censor
kiem hiep	knight-errant
kiem hoa	"Coerce, put under restraint, place under duress"
kiem hoa	(hoa) Alcalinize
kiem hoc	(cu) Local education officer (thoi thuoc phap)
kiem ke	Inventory
kiem lam	(cu) Forestry
kiem nghiem	"Analyse,test"
kiem nhiem	Be concurrently having many qualities... to a high degree
kiem phieu	Count the votes
kiem sat	Investigate
kiem sat truong	Procurator
kiem soat	to control; to examine
kiem soat vien	"Controller, comptroller"
kiem song	Earn one's living
kiem thao	"Criticize, self-criticize"
kiem thuat	"Swordsmanship, fencing"
kiem tinh	(hoa) Alcalinity
kiem toa	to restrain; to bind
kiem tra	Inspect
kiem uoc	Sensibly thrifty
kien	ant
kien	bale; parcel; package
kien cao	"Sue, bring a legal action.institute a law suit (noi khai quat)"
kien chi	firm determination
kien co	strong ; solid
kien dinh	"firm, consistent"
kien gan	persevering
kien giai	Interpretation
kien hieu	effective; efficacious
kien khang	"(trang trong) Well, healthy"
kien lap	"Establish, set up"
kien nghi	"(it dung) Determined, resolved"
kien nghi	petition
kien nhan	patient; constent
kien nhi	"(cu,van chuong) Strong man"
kien quoc	Found a state
kien quyet	"determined, resolute"
kien tam	"(be) firm in one purpose, (remain) steadfast"
kien tao	(dia) Tectonics
kien tap	"Listen in (for practice), visit (elemetary and secondary schools) (for practice). (Noi ve giao sinh su pham)"
kien thiet	"to construct, to conduct"
kien thuc	knowledge; learning
kien tin	(ton giao) Pietist 
kien toan	"Consolidate, strengthen, bring to full strength"
kien tri	"Keep firmly (to), hold (stand, keep) one's ground, stick to"
kien trinh	loyal; faithful
kien truc	Architecture
kien truc su	Architect
kien tuong	good player
kien van	"(cu) knowledge, clearning"
kieng	"to abstain from, to forbear"
kieng	Tripod(for a cooking pot)
kieng	Gong-like musical instrument.
kieng	Stand on tiptoe
kieng cu	"Abstain from unsuitable foods, keep a diet"
kieng de	Avoid
kieng ne	to respect; to have regard and so consideration for
kiep	life; generation
kiep nguoi	Human life ; human bondage
kiep truoc	past life
kiet	(med) dysentery
kiet	Mean
kiet cu	Stone-broke.
kiet luc	To exhaustion
kiet que	exhausted
kiet suc	to be worn out
kiet tac	Masterpiece
kiet xac	Shabbily penniless
kiet xuat	"Towering,pre-eminent"
kieu	arrogant; proud; haughty
kieu	Pray (to a deity or dead person's soul) to get in to a medium (and grant one's wishes...)
kieu	model; pattern; design
kieu	"Decline to come, decline attend"
kieu	"palanquin, palanqueen"
kieu bao	(Overseas) national
kieu benh	Decline on pretext of inllness
kieu binh	"(cu) Service-proud military man, arrogant soldier"
kieu cach	Model and model
kieu cang	haughty; proud
kieu cu	"Reside abroad, be a national"
kieu dan	immigrant
kieu diem	charming; graceful
kieu hanh	Proud
kieu hoi	Overseas national currency exchange
kieu hung	(it dung) Valiant
kieu mach	Buckwheat
kieu mau	model; simple; pattern
kieu ngao	"Arrogant, proud, haughty"
kieu nhi	(cu) Belovad daughter
kieu nuong	"(cu) Fair, fair lady, fair damsel "
kieu suc	"(van chuong) showy, spuriously brilliant; affected"
kim	needle; hand
kim	"Pincers, pliers"
kim anh	cherokee rose
kim ban vi	Gold standard
kim bang	safety-pin
kim bang	truth friend
kim cai	"(cu) Conjugal attachment, cojugon union"
kim chi	"Sewing work, stitching work "
kim chi nam	Magnetic needle.
kim co	The present and the past 
kim cuc	Indian chrysanthemum
kim cuong	Diamond 
kim dan	Knitting-needle
kim dong	Fairy's page. child
kim gam	Pin 
kim hoan	Silver and gold jewellery (noi khai quat)
kim hon	Golden wedding
kim khi	"metalware, hardware"
kim lan	(cu) close friend 
kim loai	metal
kim ma ngoc duong	Gold-horse and jade house; privileges of a mandarin
kim moc	Crochet-hook
kim mon	(cu) Golden door; noble family
kim ngach	(ke toan) Turn-over
kim ngan	gold and silver
kim ngoc	Valuables
kim nhu	Golden powder
kim o	(fig) the sun
kim oc	(cu) Golden palace ; royal apartments
kim phong	"(cu,van chuong) Autumnal breeze"
kim thoa	gold hairpin 
kim thuong	(cu) His Mjesty (the ruling king)
kim tu thap	pyramid
kin	secret; private
kin dao	"Secretive, secret"
kin hoi	air-tight
kin mieng	"Discreet, guarded in what one say s"
kin mit	Very tight
kin tieng	Keep mum about where one is 
kinh	prayer; prayer-book; the bible canal
kinh	whale
kinh	to respect
kinh ai	Respect and love
kinh bon	(ton giao) Liturgical books 
kinh can	"Showing deep respect, profoundly respectful"
kinh can	Near-sighted (short-sighted) glasses
kinh chuc	to wish respectfully
kinh cu	(cu) Be frightened
kinh di	"thrilling, terrible, horrible"
kinh dich	"Be in opposition, be in enmity"
kinh dien	canon
kinh do	capital; capital city
kinh do	Longitude
kinh doanh	to carry on business
kinh dong	"Shake, upset (with fright)"
kinh hien vi	microscope
kinh hoang	scared; consternated; frightened
kinh hon	Be frightened out of one's wits
kinh ke	Buddhist books of prayers (noi khai quat)
kinh khiep	(it dung) Terrible
kinh khung	"Frightful, horrible"
kinh kich	Chinese opera theatre
kinh lao	"Old people's glasses, far-sighted glasses"
kinh luan	Manage State affairs
kinh lup	Magnifier
kinh men	"Revere and love, esteem"
kinh ne	"Feel respect and consideration for, to have regard for"
kinh ngac	amazed; stupefied; aghast
kinh ngac	(cu; van chuong) Whale and crocodile; brave and strong soldiers; fierce rebels
kinh nghe	(cu; van chuong)Male whale and female whale; brave and strong soldier; fierce rebels
kinh nghiem	experience
kinh ngu	(van chuong) Whale
kinh nguyet	menses; periods
kinh nhat tung	(ton giao) Office 
kinh nhuong	Give priority with respect
kinh nien	chronic
kinh phi	"Expenses, expenditure"
kinh phong	Epileptic convulsion
kinh phuc	to admire
kinh qua	Undergo 
kinh quyen	"Act according to circumstances, act casually"
kinh ram	"Dark glasses, sun-glasses"
kinh so	"Feel great fear, be"
kinh su	Classics and history
kinh tai	(kinh te tai chinh) (noi tat) Econmy and finance
kinh te	economy
kinh te hoc	economics
kinh te tai chinh	Economy and finance
kinh thanh	the Bible
kinh thien van	Astronomical telescope
kinh tiem vong	Periscope
kinh tom	Horrible
kinh trong	Respect
kinh truyen	Ancient Chinese classic works
kinh tuyen	meridian
kinh vi	(May kinh vi) Theodolite
kinh vien	Scholastic
kinh vien	Far-sighted glasses
kinh vien vong	Telescope
kinh yeu	beloved
kip	urgent; pressing
kip	in time
kip chay	"(van chuong, cu) Sooner or later"
kip no	detonator
kip thoi	"Timerly, in time"
kit	"Dark, dense"
ky	Bamboo-plaited dustpan
ky	flag; banner
ky	Small table
ky	careful; painstaking
ky	to sign
ky	anniversary of death
ky ao	miraculous
ky cong	exploit; wonderful
ky cuc	odd; funny
ky cuong	laws; rules
ky cuu	veteran
ky da	varan; monitor
ky di	"strange, odd"
ky dieu	"marvellous, wondderful"
ky gia	reporter; pressman; journalist
ky giong	slamander
ky hieu	symbol; sign; notation
ky hoa	to sketeh
ky ket	to contract; to conclude
ky luat	discipline
ky luc	record
ky nghe	industry; manufacture
ky ngo	to meet in an unusual way
ky nguyen	era; epoch
ky niem	memory; souvenir; keep sake
ky ninh	quinine
ky nu	courtesan; prostitute
ky quan	wonder; strange thing
ky sinh	parasitic
ky su	engineer
ky su	chronicle
ky thac	to trust; to confide
ky thi	examination
ky thi	to distinguish; to discriminate
ky thuat	technique; technology
ky tuc xa	dormitory
ky uc	memory
ky vien	brothel
la	mule
la	fine silk
la	exhausted; weak
la	leaf
la	strange; foreign
la bai	card
la ban	compass
la ca	to loiter; to hang about
la cai	rag
la cha	"Stream down, flow down (noi ve nuoc mat)."
la chan	shield
la chet	(thuc vat) leaflet; foliole
la co	flag
la da	la don	gladiolus	
la doi	queer; trange
la dong	(thuc vat) Phrynium
la gi	"No one is unaware of, every one's knowledge"
la han	(ton giao) Arhant
la het	"to scream, to shriek"
la ky	"queer, strange"
la la	la luot	"Silks and satins, finery"	
la lach	spleen
la lang	(xau) Cry for help
la liem	Scavenge for food
la liet	in abundance
la loi	"Find fault, scold"
la loi	to indulge in familiarities with
la lung	"strange, extraordinary"
la luot	"Limp, listless"
la ma	Rice seeding leaf
La ma hoa	Romanize
la mang	to scold
la mat	Strange-looking
la mat	"strange, foreign"
la mia	Vomer
la mia	vomer
la mieng	"Eaten for the first time, of a strange taste"
la o	"to boo, to shout down"
la ray	Scold
la sach	"manyplies, manifold"
la sat	"Scold, termagant, shrew"
la sen	Jacket collar lining
la ta	loose; incoherent
la tham	ballott-paper; voting-paper
la tham	"(van chuong) Love message, love letter"
la thuong	"unusual, extraordinary"
la tinh	Latin
la toa	With overturned belt
la troi	Cry to God for mercy (for help)
lac	(y hoc) dartre. rush
lac	peanut; ground-nut
lac	to shake; to wag; to bump
lac da	camel
lac dac	scattered; spattered
lac dan	Stray from one's herd (flock...)
lac de	to digress from a subject
lac dieu	out of tune
lac duong	"Lose one's way, go astray"
lac hau	(lich su) Paladin (under the reign of Kings Hung)
lac hau	backward lagging behind
lac huong	Lose one's bearing
lac khoan	"(cu) name and tile (written at the bottom of a paintin, hangings...)"
lac loai	alone in a strange land
lac loi	"lone one's way, get lost"
lac long	"stray, lost"
Lac Long Quan	"Lac Long Quan - son of Kinh Duong Vuong and Long Nu (Long Vuong's daughter) - had an unusual strength. His father entrusted him with governing the Linh Nam region, suppressing the demons and teaching the people to grow water-rice, to cook rice and to cut wood for building houses. Lac Long Quan married Âu Co - De Lai's daughter - who would give birth to a 100-egg bag hatching into 100 sons. 50 out of them followed their father to go down in sea, and the remainder followed their mother to go up in the mountains and became the ancestors of the Viet people. The eldest son was nobody other than King Hung. So, the Viet people always consider themselves as "" Dragon's children, Fairy's grandchildren"". Geographically, this legend reflected the process of exploiting mountains and Northern Delta by the Viet people"
lac lu	to oscillate; to swing
lac nghiep	(An cu lac nghiep) To settle down
lac quan	optimistic; sanguine
lac quyen	"make (take) up a collection, subscribe"
lac thanh	"(cu) Pot-hanging pqrty, pot-hanging ceremony"
lac thu	pleasure; delight; comforts
lac tien	(thuc vat) Passion-flower
lac tuong	(lich su) Military chief (under the reign of kings Hung)
lac van	Out of rhyme
lach	spleen
lach	rivulet; canal
lach bach	to waddle
lach cach	"click, clatter"
lach cach	clack
lach dach	to waddle
lach tach	to crackle; to splatter
lach tach	Crack
lai	varmishtree; candleberry. hemline; turn up
lai	jasmine; jessamine
lai	worm
lai	profit; interest
lai	helm; rudder; steering-wheel
lai	Still; should; back
lai bo	(cu) Ministry of the Interior
lai bua	(cung noi) tra bua Recover one's appetite (after an illness)
lai buon	dealer; merchant
lai cai	bisexual; hermaphrodite
lai cang	(xau) Miscellaneous
lai cao	(cu) Article sent to a newspaper (to be inserted)
lai do	boatman; bargee
lai giong	to cross breeds
lai giong	"(sinh hoc) Atavism, throw-back, revversion to type"
lai hang	(cu) Surrender
lai hon	"Pull oneself together, regain self-control (after a fright)"
lai kinh	(cu) Go to the capital
lai lang	Spill profusely
lai lich	origin; source
lai mat	Newly-weds' first visit to the briede's family (on the wedding day's morrow)
lai muc	(cu) Clerkk (in a district yamen)
lai mui	back-stitch
lai nguoi	Recuperate (after a long illness)
lai nguyen	(cu) Source
lai nhai	Insistent
lai nhai	annoyingly insistent
lai nua	"In addition, on the other hand"
lai qua	(cu) Portion reserved for the people who had brought engagement (wedding) offering
lai rai	dragging on; intermittent and light
lai sinh	"(cu) After-life, next life"
lai suat	Interest rate
lai suc	to recover one's strength
lai tao	Create (a new variety) by cross-breeding
lai tap	Hybrid
lai the	"(cu) Future life, after life"
lai tinh	"Come to, come round, regain consciousness"
lai vang	to frequent
lai xe	to drive (a car)
lam	indigo-blue; deep blue
lam	to do
lam	lam tien	to have a lot of money	
lam	forest; woods
lam	to confuse; to mistake
lam ai	Plough (hoe) (the soil) loose
lam an	"to work, to do, to earn one's living"
lam bam	"to mumble, to grumble"
lam bam	to mumble
lam ban	(the thao) Score a goal (in football)
lam ban	to make friends ; to marry
lam bang	Serve as evidence
lam bay	to do silly things
lam benh	to fall ill; to be taken ill
lam bep	"Do the cooking, cook"
lam bieng	lazy; slack; indolent
lam bo	Demur insincerely
lam cai	"Keep the bank, be the banker (at a gambling table)"
lam cam	doting
lam cao	Think something beneath one's dignity
lam cham	"spotted, dotted"
lam chiem	Make preparations for the fifth-month rice crop
lam cho	"to cause, to make"
lam chu	"to own, to hold the ownesship"
lam chung	to witness
lam chung	to be about to die
lam chuong	miasma
lam co	"to weed, to shoot up"
lam co	"Prepare a feast (on a death anniversary, wedding...)"
lam cong	to work
lam dang	to adorn oneself
lam dau	Be a daughter-law
lam dau	"to sign, to signal; to make the cross"
lam di	to prostitute oneself
lam diu	"to abate, to ease"
lam du	to kick up a row
lam dung	to abuse; to misuse
